ESTIMATED_CO2_TOTAL_TONNES,OAG_SCHEDULE_FINGERPRINT,DEPCTRY,ARRCTRY,ELPTIM,STOPS,DISTANCE
16.552,383fed09a2cf4848bd6d8119b5664c9559a5ee2cde3f93c46b30a0d8462c4328,CN,CN,240,0,950
20.992,3a92b70f3c6aa3478baf7c944b204748da420c1d140746bede7dd8bba9023b9d,CN,CN,305,0,1025
16.143,a74a1de6a027e32e16860e52e8a4dd65035fbb336990d2fdfe1973f6a3dd3303,CN,CN,210,0,687
18.272,87b78b298acf343297abf6565a478d59cff02417766175ae2ca490805b9a57b5,CN,CN,315,0,886
12.096,47ab38f33709c24ff8e16e736dde15ce621fd661ed37e591e4c46bd83b825f0c,CN,CN,150,0,471
19.596,000acfbc7c4e3466af0d9ff2195c83bb62903841893e3a4c11de58adcbbf8744,CN,CN,250,0,808
22.449,ee3238b55a9e6440be502234eefdc7141499f3783f63fb8c6a4bc8bc23e9c87d,QA,OM,135,0,436
64.389,a9f565121ca8a061a27ae52473aa538bd8c9701f68d91f00877aff25953ef927,MY,HK,335,0,1487
12.594,faa0834d4a2d220535fd0c8d3fdd828a856a11150cafa475880a06720112edc7,JP,JP,155,0,584
16.207,0c8f3900ba38465136afcddafc8672b57c8cae7f1e255d4eeb370d5eeb68284e,CN,CN,230,0,739
21.978,5f7007630d74aa2cd5059f52fe81adfe33f5295121f8d49131005d7356374b02,AU,NZ,310,0,1384
22.941,e79c43bc53d5cc277ab349e2a63fc18de45ef498ec7472f03c096dcd0da87d8f,AU,AU,305,0,1226
10.579,b885ebc3111e66e98a263b9752c11767982403a1f3db71ff7edc23d3215d8a71,AU,AU,135,0,496
42.379,6ec2786ce8d33c053bc492cc4b2ca348c8f4a2e94420dbcb3aa2aea99bfc9a08,JP,CN,410,0,1300
6.752,4b3a2a375ca496117392400e863f3d1f0aed049920f8410903651cec9a1a378b,CN,CN,105,0,199
24.95,a3c5ec1abd84786fd10af17eabc8315d3bf062e5d44f6e838522975a312ce476,CN,CN,420,0,1338
20.121,0020ec12accf0d73fe9783b8cd030d4454a8885d479644653df91fade771065e,CN,CN,235,0,1126
11.302,a1c2f7bd116a746a7de33b32b61353b232241f3fccd37a4c04b338225b90a180,CN,CN,140,0,438
26.5,e5c0684227d7ff0befe26510c8ca5f399fbcd7740401bf46b276b60ca4b13f56,CN,CN,335,0,1079
9.791,4b8e599028342ace00312e8b2cf147d3ffa79141cccb600133359aad8b55fbff,NZ,NZ,125,0,463
37.219,ced19f2c3da2d0446b37a21cb084c1ec00c0af262cfd060c444ea52b8deb222c,JP,KR,250,0,781
40.013,8c0386c0fef4a4e1be196131ceec300ca3bfa35d85089892785647f17f0770cd,VN,JP,415,0,2100
56.331,4ec0328f21a25d7772a2c54c399e9ec205971cafd3d5a3982a5e4a1c32c4fa9f,NZ,AU,400,0,1639
27.377,f1c8371c0787315b6a5e6d01f41f960710dbaa2aed0b1b3668e983c90d1c079e,NZ,AU,415,0,1639
80.509,df3e75cf73952b8d05dcbcc3b1099bf4fe6ba071e9238efc1c8e5562c6f50ed1,IN,SG,520,0,2436
5.579,b28b5902d1b2b866222726cc781d6355691d45ddfc167008a20e229b09a074f0,NZ,NZ,50,0,189
5.533,8594199a1e5355cfbd658dd53173256e366692cfce9cbce0277f3808e0d83fb7,SG,MY,105,0,184
12.726,196e804d59d865f68fc92d48208ce3235ce916bc54b4c1b77e671633ddddc6d5,CN,CN,140,0,320
9.265,18e2ee8c15f97735ead345e9b07575f6d79f68936d84d6dd3cbbc1982977a520,CN,CN,115,0,267
14.672,9f265ffda19330184e733d6aae01aadcfc6aa6c1b1543b4c60f9fc67a1d872c7,CN,CN,235,0,843
7.549,d0104bd1486b9ec72b5586aaf2813057209b4ed21e78372c6d1326c661d4bd37,NZ,NZ,110,0,298
10.032,ca90e76e92f3cdff885190aed9186d5148ba7b3945b4059c43be940270cf5458,NZ,NZ,125,0,463
9.791,438c9abd62fa4f06a388c15932c7ee1b8645180bc4a432a53e4f9a71ce4c1e2e,NZ,NZ,125,0,463
12.485,fd37abe7cd5a1bc8a84b71bfce4d7b4dbbbf08e003da9b50e631f45f086425a5,NZ,NZ,150,0,636
2.638,afb362d0ebcfded00ac8663e68ffc62457dcd48b8be3296470dbd11ee5895aba,AU,AU,120,0,280
15.272,675f9bed9b817cf5776af35cdc980faa10e36c978ed42ef4eb646b47d6cd8dd6,AU,AU,230,0,1007
2.249,208d2e00f1d23530905f1e9bf2696e22306a571addea053ac6c302bffacdf166,AU,AU,130,0,256
2.416,06355de00a60945bb13be074041981022dcab0efefc26534e66fff5eb059f775,AU,AU,120,0,275
1.465,72e24cd9ce1e38f3caaa0a7e8680833644ecc8c8176d0ea4b38bc6295b9b9012,AU,AU,55,0,147
14.466,6968515b60469b47a21c48cfe038e7ce61e2859b06f7cd204c5662e3a879341f,AU,AU,205,0,723
1.365,17882eba5e5e7868b247008303b3a227755925638b556bb0280cd132863722f5,AU,AU,55,0,147
14.767,a212dcd6495cbbc450404be5f60d986b1f546d6f11f492a0971f7d825e62bf1a,AU,AU,220,0,976
1.465,fa2e70bcde4205081b60e13e185011c6d25ea31e4089c684b788669cc325763d,AU,AU,55,0,147
6.346,d61e1a8ed41ec7e4f9a1c1c7d7b3804962a118740c318b33d397070ad1c8b6ef,AU,AU,110,0,270
17.732,4910a0672486fc020f8b66376f31485f19f021ed0183b67a3f3bec58f1e53963,AU,AU,230,0,949
2.416,c4e909d415b19e7335c704fcb7447391b95c6b671dac4e060c47724351c7cf97,AU,AU,120,0,275
12.014,b2a9999b6912e985e9c0ba3f8bce310f200f1a63971d1f2ea3ee59a9bcacb6b7,AU,AU,150,0,634
2.162,4d05602d6baf098a7b8f5809d3420aca5dd27422fcbbc836842779af70e469d2,AU,AU,125,0,292
15.736,823861586b479829ec0cd87eb7e0b830ee791460b5192b75235cce2206908476,AU,AU,215,0,858
6.099,059abde0ffd1ed5ad618587947e74cd05760caad114f8a990f3cf3b900ff75c3,AU,AU,110,0,334
15.705,58805ccee71051ed56c5dbda6c8a8a6b0a79c4a63d51fe420d982f7f8df01cd4,AU,AU,235,0,976
1.365,1acb38df69b643374101da36f723d0af1994172adea8ebcc1859630020df8a5d,AU,AU,55,0,147
8.681,2a58922c0b0393e3b1671248b18c03b36e015d4ac489790127dd13021965f085,AU,AU,125,0,423
15.736,2af2bf51a7863a6d09e5ca148fb0f32d2707fa07bcbfd7f8331f281186378e54,AU,AU,215,0,858
4.418,432c41b7ff38365992885ada4fbfdbfc4c4d70920a1b2e34265565d7b514ea2b,AU,AU,105,0,292
278.948,cf23a5a75f499611da66732675ce32092b290aff63b085ea03ae15f85d0949f2,NZ,TW,1110,0,5524
17.433,ba442b5c502caa182bc9a7517656498199f8c74eedc53a7648ea36816de7185f,AU,AU,220,0,865
0.2,b2decd247475099dd21e7738372b8cfc22b43888d34698503db2fc3a1bd38ce0,AU,AU,40,0,94
32.717,b7621764c7cc5c79f30c1bdf6f39089a88dfb2034a53e9b9f2a69f1e5301930c,OM,BD,440,0,2131
33.533,bd1e9ba7559797e9810bf01e4e5b477d6a09f914f6e538736526fe2b0f966ed4,TH,OM,630,0,2852
18.379,d13dadfa5da30e8f822a3803a0d63ecf3f58af9af255340b2c5672fede660247,KR,CN,210,0,576
184.541,1a028eb47bae784ab1dbed28b4cea5271152d7065e2124177067aec0cd12fffb,NZ,KR,1200,0,6000
155.366,5153448bf7ad93b17f974b306deb49e9299af4055072403ca2f8e278aa51dfd6,QA,KR,850,0,4382
72.746,9f6936fc931b191bde1ad24d2075eb85f436a36de1b5ac6a1004fc42d97078d2,KR,PH,400,0,1621
197.617,d8694b42ec87643b008ded31af2fac95cccdcaae3ea688bf88b9432f01ace30f,KR,ET,1315,0,5714
26.22,074e314460f2d1d57278d7fe05401a80e409320c8dcce8ed0675ee2fe8e7166c,DE,TR,305,0,1262
32.146,4a3ddbddd9227da75b43de17b17371eb15c642b6723ac3b18592b8c843dad753,SA,TR,415,0,1536
37.994,801da6c6875d20c81da1d0e7d41a94876e7f324f613882623ad88b8b6e64bd7a,SA,PK,505,0,2279
4.627,327fc4cd2de9deea1894c270ca597ceb6d4c9d625b8fa6e32ba719923cdacdb8,PG,PG,55,0,201
8.562,a86a33f8015216c7f0467212addc222c68efa0ce622dd6074466f16acde96abe,PG,PG,150,0,619
1.777,89036b8cbc92fa443b2215c7d07e5e5cef3cffae41307e423de5afed12084351,PG,PG,110,0,275
1.365,8763aee63ff16bf53ccb7023faa3882162bb8d6aeae8b79909e398fb9bb6ae76,AU,AU,55,0,147
1.465,6d8ce5d3a2297386b3cbcb01e92d772482d6cfd6f99c86c3d1c21bc710846735,AU,AU,55,0,147
6.099,fc863c76cda2de6fd739e5b5214f1aa64764fd2c2353613d24576188851d9007,AU,AU,110,0,334
27.069,74824989573ed19c69cccaa6c59fae1ee88c1689cd5fae476b3c2884aa39c3f6,AU,NZ,330,0,1609
,4126c96fc9431b6272ed67ab269c0aec8342616f13fe1ef2e47fced749eb2115,AU,AU,155,0,485
9.278,4fc9ac44edacf468e937df8103c0cdf8c532287d5ca869185df893c3e3b9d915,AU,AU,125,0,438
10.038,c1719106ec658e8384d6feb6abcb321af201b6fce3f6bef16afe5f2d1e0f484d,AU,AU,135,0,438
10.038,1ea3cc008cf68c68bb002126710f3656b6a218f420ceb1a58b78d02767b25e25,AU,AU,135,0,438
10.038,38fd59bead2f242b2759c037b5c8397f25f15685158cedadedaaaa0529c10018,AU,AU,135,0,438
9.278,12197bb546ae9535ea8888c11df8b894be1a2d348c28b6edfb7f501e73e49c52,AU,AU,125,0,438
10.038,a4993ffa12e718df4954248894fbc0c1691fe0321259ceba8340b57e6d63151c,AU,AU,135,0,438
16.23,46c865be24917dc4eedbcbd9cb634fdc72b9a137740e7f56ad5e22a3bbe794a8,IN,IN,215,0,904
10.885,13bdacf478ca86dd430c762591ad1d13d8bf383982d473951244b645053ba993,AU,AU,120,0,423
7.241,7212ec9b15eaf6c8ad0f8b7e34f7f6c8b385cb832f140af82d4d277ed407cf3e,NZ,NZ,105,0,298
21.792,51d2d28ad1018eb20922b8eb756ad6d6c3f465eff971023728ea66472e75c18f,AU,AU,235,0,903
15.736,a57d6eaf02d17b9ded772972507da0d85b91e241189d839387761350dfa93481,AU,AU,215,0,858
15.736,50b550f01cc270e45e403f6bf02bd131b91a8242b9258cdc4b4b67a553b8d022,AU,AU,215,0,858
17.713,d3e77a3ddaba22ef00757d278eb02776adafd9625f68c1daf8b5b4c3a04638f8,AU,AU,220,0,858
3.637,9eff69d1757d2541aedfd82fe18667195a0cacb9e69ca136792f1d9db3d7d0fa,AU,AU,100,0,230
9.015,a723ae5378d2536e04d9b8085862402304d7c55a28731ad7ca013242c98fc3ba,AU,AU,120,0,399
13.208,cedd8b907bdc0a10e42c7465b199a34ce5f6ce8322dd311a60109ae12bdcc9f8,AU,AU,155,0,723
254.209,851881614e166a86751a37fb5919c4bfc71e7edbbf372f554048c89caaf097c9,AE,SG,725,0,3632
10.175,16d97b56ec9a5f4722b93d012c9128930133d5e15014c0e2f8ea8696b5580e37,IN,IN,145,0,518
2.524,3257ed82cdf21195aef472d7be56b95add5963172c77a8e179c99bc486e98a2f,NZ,NZ,130,0,308
1.945,b1f3f3d5a822e5fb382f5035f926e659d0a22c0fdfa7e0142df113417d9bc881,NZ,NZ,105,0,208
7.482,d9ffcbe83efb43d85f867698d0719acf7f31fd73651f237da9a1893c24026a54,NZ,NZ,105,0,298
8.798,568559f790751ad45425f96e89b19a03ba456800630b7684a376da96fa889361,NZ,NZ,115,0,393
1.7,6743ae3f320fa573515fee07e300c5c3857f1f96bcf2989d714b3b9be3600b2c,NZ,NZ,100,0,168
21.736,018a0196b93cc581a362d5c0d47891125bd92b8dab006360fab6496ca1968478,AU,AU,250,0,1314
24.063,7bc43bffa07ad155de459092b2010df179b90602d0e95ef6f79e9fc6290489a0,ID,ID,320,0,1367
29.16,c45fca68fa45b09c7175f4420ee130666c2a8d786b1802fd7ef3be2ae12123d9,AU,ID,345,0,1603
11.048,7716af4a66e7955e47e5e5760484118ddb372717c63b145e0cff81cd3527bb57,ID,ID,140,0,543
16.692,0ae3db24cded89634b1d1b5fc2ea62daea0c3e2b9785c5d569c1889eeb3a8952,ID,ID,220,0,862
0.052,e672bde96ccfa40b0abe28c6f5d43fc68599f7241eaf727e509f6e3afff1472a,AU,AU,20,0,25
7.717,fb6cf4d097a169c43af8d88c66b831af51a5e46d0edd78d936da2b57100fbe97,AU,AU,120,0,399
16.715,28a2c2594e5d9b4e44d865214bd172d80f7af22ca7200c26f400d9112df323de,AU,AU,250,0,807
5.402,39bdcbc4e7acc1f6633cff51a8ef5b5fe50945206361e625af1715de23df1c42,AU,AU,115,0,387
10.219,2c67065409cbc5c12f1e5e97a3c32b38e16fcf7ecb157e8a17e586254d28c0b5,AU,AU,210,0,858
30.04,4ab11a3a9d1786b96ed8363fa3d728eddba554d1374509891570c8f58d8c76ce,QA,KW,125,0,353
94.111,f44064426258403588525dc17dcb191f06e76d8c1f02aca913c9e995f6fedaba,QA,SE,655,0,2869
212.096,abda653836890820f7d5404d031dc2c6bc01994cc1c01f0bbd718189407afc3f,AU,HK,840,0,4317
8.735,e53148225eade52f92469e0b414dcf4d7fb9f475f2f5bb86b02b53b876a58679,OM,QA,140,0,436
7.801,b182cc52a90200b42ce1a4e8ee6c3f317544cc1b5c33ad054a892b84eb418565,AU,AU,120,0,322
442.204,cf864896c6076d6007606bb96fa8bdeb428bf0964dc2c0ddb541818723e0359e,QA,BR,1520,0,7368
144.448,91a539fcae8268d771a22bbf0e7bc0a64d875cb99c26f2ef86be03985809df55,QA,JP,905,0,4912
114.281,e04f19857c24cf809f85891f7c48670b891731ab2c48eca8e2b0f97e4bfed8ec,QA,CN,800,0,3824
13.203,f0308a8a1492e3efbdf295004880920d6799e452c43d6fd7857ed9e391e7d888,CN,CN,200,0,614
23.912,06641ac6794a0961a2eec1f24480c750edebd9eb1df59fcbc863af90778ecd78,ID,MY,255,0,1229
72.858,6abac3c1be91660b391f3116fb36e08684ef0620fe8d0164aa14b70901266898,BD,QA,615,0,2431
28.821,e5688f20629c546fa32d2fd28fe79ae16eb15c72be40552600843daf0f044645,SA,AF,400,0,1500
19.899,43ba7d48ac4cc88a4983262b19d0ee8e11680e926e25ec600c9e0421f9f3768e,RU,CN,255,0,1051
0.144,f364fbcd944ad4ecf71439569b551439edb3f2d0f7b72d87e6690d2a7d35723f,NZ,NZ,30,0,50
0.453,51d0df50988da9140ce170b95b84ab39b140f92004c6c4d0e31ea08a7f735198,NZ,NZ,100,0,184
0.308,048bc17b51a51edb2fbdd88a1e8483b47d4be178e0f62f86dc9613ebdce0fbd0,NZ,NZ,50,0,169
130.926,57f2bfd78ac305a4d38ecbee6c2573031f5b5f5bd3b6dfc322b634dff9afa890,ID,CN,730,0,3255
12.286,ec791e7c687bc4e32a527eaca5be6be29d602a4bafd86837284d296d10762e45,CN,CN,145,0,500
27.443,b74e1039e45a7d5e2205a7958ddf27de48bf8fe87acc713c6dfbcd72f9fee009,CN,CN,340,0,1527
20.286,fa497e4352fa78a5884fd0976f3098a6a0c6b46177604af2f222ff75694b2917,CN,CN,240,0,1011
45.843,8ae02971559d9168f1918d714f3b97580449328c0a4a619938e186fb7a9ceded,CN,CN,210,0,669
21.182,a2ccbd680b8b85985df2841418d28fa1b9ddc3d8acd6b9cb3be65fda85d0bdf7,CN,CN,315,0,960
8.658,7c0b58f00e0258fce8925bb59c5b42d91bf2600a5c3a0ae9f1a8078c4953275b,ID,ID,110,0,284
161.618,89b2fc3065afc38e79defba11207c210a651832f2531996f77bbd82b32563328,NZ,SG,1035,0,5225
,c6ccc13dcbc2253eedb714417511e0d2bc5dc4c6a44d5cbe52c9cd6016d033ce,CN,CN,2500,0,683
,be2b6f99e1cd33fe7c16ca41dad9bf4507e99d532bf156423ee250dcfc30e300,JP,JP,630,0,94
,1ebe51abe7dc273bd6267d0a36fe37bdd77f400dcb8fd2540d48278d8a94ba78,CN,CN,200,0,83
,f29d1ff51dd90989ae96f197c0728c85646b68e9e886e4a7c47cf38c707b1c9f,CN,CN,400,0,103
,314b4939acf2914d1cbb3ca7135f9d1bb5c9e55c79944cb1af4c2728232cd8f7,AU,AU,850,0,1040
,12388bb22357eef354e9bbb952b59ae0e5b428bed3c6b1af362c0af8d468f529,SG,MY,730,0,184
,75005516e6655001f8da2981469508bd22b0ad292dbde7d5959ef31810a9afb5,SG,MY,730,0,184
,ea490f42085bdc7ca73ddf2fd71f5803703feaa06ad8b81d9401d2cd53a1ec65,SG,MY,730,0,184
23.575,4e67806feb92c2ec525adbf699dd4c050123ffbf60e324f776ec8a1f6d360798,AU,NZ,340,0,1639
1.348,6a5b9fc367d35608f0b8ae8978163d14a3f7b317197e94cc59636f358880e96f,NZ,NZ,45,0,113
12.983,eb3826e87f5e02e51b6ed5de34f7a458e3cc00f61f5f2194031e25a0e29f7caa,NZ,NZ,155,0,636
3.373,26a0a7cf90f24ad1fbc4431dbe0532a55e2a6f84255441c0a7bfba6f8041ea3c,NZ,NZ,145,0,421
3.844,f55e90903c2dfc216d3465c370093ef2b89ef407bfbc23741704e9be45961b37,NZ,NZ,200,0,445
28.693,7b745bab96a5b2d498506e93e3b9d0109146c25075d9dd2dd59aa8b85d8481e2,CN,SG,405,0,1611
18.453,8e5bde46c211e3528355798ad0326928043f357242b3363fd39200e411d8658c,SG,MM,305,0,1200
0.28,fdbd339c1fe5ebe1e9ed39b5ffb3c8e1f8dc6933f5ca275b277d8feeadf95913,ID,ID,100,0,149
21.392,3907d5914d783896c7469f8fb5cd7b161e467c07f0d51d9e3adb931384cf3437,RU,RU,225,0,897
216.444,c4b67ce86d57008ea7e7effe57f390e05c328f41d794743969da6049a3b5d999,RU,RU,900,0,3980
31.364,47cb1e5535c4574902696f546c18654cbf4d56bbe224479e42e87b176916043b,RU,RU,335,0,1392
24.489,6d729a07c6060891238888f05952c201dc2e4b0ab974cc639c0af6fcc965b1fc,SA,EG,310,0,1001
17.239,c958ceff2a7d1864e699f01155b04db713cb227c20307efe3505228dff03e601,ID,ID,235,0,890
86.789,d6b0f1898ebc5497e04cbc852a0a335276c5deddd3bac55f076ca0f93d00df1f,SA,PK,445,0,2206
197.354,2d2dba11926119d545a52f93c130c5610cd241c1cb6b4d47b8c4bd98405e123a,HK,SA,915,0,4214
30.422,b4a6d5d07a625b39b1e50b4aaf88e218eb574c3200573aae54e7e5ea6fe90151,SA,TJ,420,0,2107
4.081,960d5da17cd953516d4d81e44220e22722cf902ca97b0eb3f4ea8071ce474499,UZ,TJ,50,0,189
9.805,4d8ff04b291be0287f1bf27b17e04d4432c3300aa72361cc0a25c0fdd79527ca,TH,TH,130,0,467
99.689,a4d0660de73947fc24418d8a4e0d9eac67f028ce722a17ac1f92d6e3ecec9d38,TH,AU,654,0,3310
20.676,9b4a8bf5b5ec3c160582c06985fec73b2262db254d6523fa1dba0105fe8cd597,NZ,AU,405,0,1609
42.417,45397bc3da026e750f0333bb9bb1e2d41a67af0b9cebe59fac7bc56c8fe402b0,JP,JP,300,0,966
173.526,f275098b2bc33e536f4ea71aec1cbd7c5c2a1812fbe89ac93ea2c7e0aeb53a00,TR,TH,930,0,4791
26.595,bdf3ec534736cf8d220c2c0cb69a5485321a036178c08812ef6ddd40bf01abd0,TR,TM,345,0,1585
38.527,66c24f199c04cfde7977b32895c79b93f0151da4ac1a4e3bf5606ff6d4843e86,KG,TR,555,0,2316
117.021,ff877d635426f91d8dde5dc52fbb2d2825d6a046d895f046672dcbf1ca5ea845,AU,SG,740,0,3749
13.743,7060329dec10ada762463a60beb995a3117fa1868ed6712cba55d801d9642e97,ID,ID,200,0,611
6.085,ab08dfa9d05ac2e1bc2ccced61952fd909dddef147b6218c3116a749e6b27829,AU,AU,120,0,446
,62d73cca01b5abcd390b5743f8ff602ea56ed27227f039f6ac2579dc71cd83dd,MZ,MZ,240,0,864
,3da29651b22234741507b735805d798358d263dc0168c1db755fd8bf9d5aa787,AT,AT,33,0,35
94.143,146d46cd52b95967faad4da81f633bdbe4640de13d6007d3dea5f432733f92a0,ET,IT,630,0,2785
52.274,1a3cd8360a89e2633f6825682a143ef08327f4f99a641765e1d67b652a6750e6,SG,CN,400,0,1645
16.668,2b8879bb31a3fedf1896e7e51af38b93c3cdad414a63ef38314b75a40edf65a3,SG,ID,230,0,856
7.672,c3d30e8fe5f942837ac38a1b7a86447a48d305e6db6e41fa03d3258543738945,SG,MY,125,0,374
26.128,51e42716c4e951b1a147bf8891cd7869f7aa457412e8d25c1b0de0d697ec578a,UZ,RU,340,0,1414
29.43,8aa3d2802c6b2ab5bd4e54ba9a9a9df6c40d9b970ceff6a2c5ccf5333e3b659a,UZ,RU,420,0,1805
5.649,b9d953bf3a3d950d24794eef8fc4917b1e05bd97174cf61ae50c760d51cc4a91,AE,BH,120,0,303
12.983,e7e669f72de7792e1703b7220e6736a11eec18dfc0631e524627f541eab2f6dd,NZ,NZ,155,0,636
20.676,f174e8367cd38bea2ae2a1643c80ead37d075ad67e7818a976b691d590c35ca2,NZ,AU,405,0,1609
2.337,e627dcd8bdfdb26e23e66ba32b01e7e505f5b490b2b8a7c298508418fcc6af6c,MM,MM,125,0,309
25.041,43e8cb760fb85a465f0ea78f0db6fc212f700472eabb586313b243b013b330e6,BH,GR,455,0,1749
31.933,29a58645013881fdffd75bf84019e46c6238cac5279d1fbd2ee5e021d197bd35,RU,RU,425,0,2034
7.183,6b167c3ad5732837eaef21b9af2bb1c26b74e4bcf6628ad3fd2f2b0978329227,AU,AU,120,0,382
6.695,da1b43dc45af9fcc8e7d7cad8552f77f9e9d66ced9f381a11b65c30c098f3a5a,AU,AU,115,0,322
16.681,2835fac4347f7c2dd9a36d13fbaa97f5e545128f92fa690c3c3f7e19feaa7d48,AU,AU,230,0,1007
23.149,72c81fe640c4b60ee32b74db84b34a32da65965071bf0d7cd459b610067d8abf,AU,AU,305,0,1226
1.835,4b56c9edfe30b0061293bf7e2fe603961b7f38e0c123e05c528f1c5ab555829c,AU,AU,135,0,382
117.021,f9c3af5c13df93152a8b6762727981644b1568b88ed30177cb79803bd817323c,AU,SG,740,0,3749
92.308,2de1a30e4c88138876f898aa67d53eca1ffb9de83e4a9cd215faa89d12a238b1,SG,CN,605,0,2790
88.305,8199a5f049c5084624b9c8cccfdb3b04f2a83576021cb9ed9cd663a5ba252618,QA,DE,615,0,2673
16.235,dd24daccbd0caa3180b8a5e145fbcdcfb05b0ec6f29b6dbd97533dc9810803be,AU,AU,220,0,826
9.186,5c9b9e057dfac13570a8968dcae1bca4999e5331cb437d95ce383758c450907b,AU,AU,125,0,438
9.931,5547c770dd9dadb1a7c3060db4417f0254a11a76640bc811a4b9775634716eca,AU,AU,135,0,438
9.186,aea328757f6e622089e1914b4bf1ff1a58b5548511e53d9aec22f0ad1cf407ed,AU,AU,125,0,438
9.737,ccd59ef89d0896337ac10395bc154005246b13f7be8cad452d6be292ff6cf341,AU,AU,130,0,468
10.344,7f4808393e2230592fb55c1a67f425a2e50ea5375973588f833a9226f1575692,AU,AU,135,0,468
9.737,58c5e1905ec58142ca717e7dfab9199be78528513e7a02a25649fa3ef120f142,AU,AU,130,0,468
128.734,5402b560639ed11bd9e89c90d845387e14af7c4f6fd04bc65f9a2f704eb5a09e,TH,KE,905,0,4489
43.266,c3a06bbe8afe9e2b5f72812e0ebffbba9343b40d8e8f8270316748c42d3fb7f7,KR,VN,510,0,2057
18.676,c0f64ade63f572dabdb05cfe8abd55be8b160b828c3f825488504d4cd98b863e,VN,VN,210,0,721
1.809,0f53dfa4942f31a70b480b1799ff01a505b12921cee46f52fa07009eb70611d1,VN,VN,100,0,144
182.123,0247692b5ac95013093ba1f40ff1914a747291623d60b0f14de3aeea9424cfaa,IN,GB,1030,0,4482
17.781,785edb086d9bda7b2690419316d1aa8a6fd3dff5360cbcaccaa972e021e6a8ba,IN,IN,235,0,949
0.376,61e1eaffcf113acadc733030b1c3ee3e07cf7336f0431393ea3d957ee5cec473,AU,AU,35,0,108
8.4,e9b4d2c7a3c5d0718ca2960c0e9ad0771dbd75a105ca0bfb9f66a801cdf0e40a,TH,TH,110,0,345
,5ff56f67d915ce71a86cd4768b9fdb1d34ab9b247fb8845b50e2fb6db714f214,AU,AU,40,0,95
11.604,dbb9a37bc7e79760626303dd03a6cdab1fb00c1428ed88a523ce12f9936c98c6,VN,VN,125,0,392
15.723,da6048780e25de2644f009137c91748f2832fa41211768f60eb41d1893a789a0,VN,VN,210,0,772
45.431,f96bc57ad412efdf22fcae9342efb8ece1a29f9c22476d834f7a972ddb2cb1ff,VN,JP,510,0,2430
44.187,d8307dd86c9b098c354330463daf7e0b93b00f3b56169f570c6e70ebc2c89113,KR,VN,540,0,2189
153.465,8a44d78dc700b1ac4ccdc2e7de64eb64ef4af1a965fe9fe07a0375a276a96349,AU,MY,815,0,3924
5.584,882d6a591e4945b6d7a5015442bc8211dbb8ce82e20bdd9e0519c0752dcb6b80,OM,AE,115,0,216
43.771,1c4671270b581c6a99bc8a2c1fc3abe6aeab3cdaf6e05247094a32cd19212267,PK,QA,250,0,973
87.385,c717f17c1b8966bee9d4e9f5389ab413029092baa6be22eca12282754efde116,LK,QA,505,0,2245
17.057,f74ce80065dd545b0e523421dc3715e9e542d48bbb1e927c51883b8354ae7d40,OM,KW,225,0,747
14.229,eeb8854c17f3ce65c79dd5a697249e0eeb77a9dc285d6b648ee5084788ebccb9,RU,RU,245,0,925
9.761,fcfab4d1f0496c08160526e6ec709b14bca22081d029d87d904eaaee58852533,RU,RU,200,0,544
16.195,8ea728319d901b30c124f74e990d3f828cf17d3c9e393c0ac26d9ddd718e98a6,AE,RU,315,0,1288
101.215,0ccf6131ab2da983cd809171809b952b2506eee94ac6e9d7ff6ab8813e713900,TH,JP,540,0,2676
10.247,1e113663af01914bc01811a4f796914fdcdca01187c5469559e44a7150489800,AE,SA,210,0,542
158.036,364e8d0b1e54add21b701eecbc62817188f06437bf29a5b81db116d1498e49cb,KR,AE,1030,0,4248
8.359,b4ed74a753203981c00b9fd6ceee6a55486893589bac1fc3c67fb639f5fd4abf,SA,SA,135,0,529
16.223,0e293c7b1f9120df76291f29b5eea16fd0b3701f04de439f15d10919d5e08ea0,CN,CN,210,0,714
11.743,bcd04760ec03ffc052079a4afcd567958eccff534eacbf0a97de0628f01f3780,CN,CN,145,0,509
5.342,7cb712a5f0941cf602352cfc72b9e3071983d5aacccfaec98cd223c4c5ba6369,CN,CN,55,0,215
26.531,d9591329d9c0dbcad1f33e64f4912d83c436794c3fc61f7655051695ae2a8513,CN,CN,340,0,1436
13.891,dc27b2749e3ee8ceec579a6cc0587f5b5a8c7caf54af1a3bb61bd2f0421a86c3,CN,CN,150,0,643
18.011,cc9fc9b715b3fdef0d8d607f5c8f425384c57add08a735caf3bd9f773350e8d0,CN,CN,245,0,913
28.246,7eb1f19118544c41557557a98389aa783a08bb00ddc9eaddaffbf0b5f119eaca,CN,CN,230,0,751
1.589,5028eefefc632f09bd5dbb45b2d3863179bb8a623f35653aff0f55f14eb1619b,BD,BD,105,0,193
261.007,f323cbc9f362537a91450507b805017d33459d6478d81934fe258ccabe4749c7,FR,HK,1250,0,5959
215.884,daf55fcbfbb91481f05228260a502a8781b7853ec369e68b8e0d6716240dd108,FR,CN,1150,0,5294
0.036,c6ff91ffeaafb901936c470862ba1eb7bea50cae0b38dfb3ef3f99b57956c3cc,BZ,BZ,15,0,34
0.042,e7153a6ba5a8fcec40eaa70b180a1f7ead5814c6e75e0786a9e92bc96d9bbb62,BZ,BZ,15,0,34
